0.00000e+00,5.97958e+02
1.00001e-03,5.97896e+02
2.00002e-03,5.97709e+02
3.00003e-03,5.97398e+02
4.00004e-03,5.96962e+02
5.00005e-03,5.96403e+02
6.00006e-03,5.95719e+02
7.00007e-03,5.94913e+02
8.00008e-03,5.93983e+02
9.00009e-03,5.92930e+02
1.00001e-02,5.91755e+02
1.10001e-02,5.90459e+02
1.20001e-02,5.89041e+02
1.30001e-02,5.87504e+02
1.40001e-02,5.85847e+02
1.50002e-02,5.84071e+02
1.60002e-02,5.82177e+02
1.70002e-02,5.80167e+02
1.80002e-02,5.78040e+02
1.90002e-02,5.75799e+02
2.00002e-02,5.73444e+02
2.10002e-02,5.70976e+02
2.20002e-02,5.68397e+02
2.30002e-02,5.65707e+02
2.40002e-02,5.62909e+02
2.50003e-02,5.60004e+02
2.60003e-02,5.56992e+02
2.70003e-02,5.53877e+02
2.80003e-02,5.50658e+02
2.90003e-02,5.47338e+02
3.00003e-02,5.43919e+02
3.10003e-02,5.40402e+02
3.20003e-02,5.36789e+02
3.30003e-02,5.33083e+02
3.40003e-02,5.29284e+02
3.50004e-02,5.25395e+02
3.60004e-02,5.21418e+02
3.70004e-02,5.17355e+02
3.80004e-02,5.13209e+02
3.90004e-02,5.08981e+02
4.00004e-02,5.04674e+02
4.10004e-02,5.00290e+02
4.20004e-02,4.95832e+02
4.30004e-02,4.91302e+02
4.40004e-02,4.86702e+02
4.50005e-02,4.82036e+02
4.60005e-02,4.77305e+02
4.70005e-02,4.72514e+02
4.80005e-02,4.67663e+02
4.90005e-02,4.62757e+02
5.00005e-02,4.57798e+02
5.10005e-02,4.52789e+02
5.20005e-02,4.47733e+02
5.30005e-02,4.42633e+02
5.40005e-02,4.37492e+02
5.50006e-02,4.32313e+02
5.60006e-02,4.27098e+02
5.70006e-02,4.21850e+02
5.80006e-02,4.16573e+02
5.90006e-02,4.11268e+02
6.00006e-02,4.05938e+02
6.10006e-02,4.00587e+02
6.20006e-02,3.95216e+02
6.30006e-02,3.89828e+02
6.40006e-02,3.84426e+02
6.50007e-02,3.79012e+02
6.60007e-02,3.73588e+02
6.70007e-02,3.68157e+02
6.80007e-02,3.62721e+02
6.90007e-02,3.57282e+02
7.00007e-02,3.51843e+02
7.10007e-02,3.46407e+02
7.20007e-02,3.40974e+02
7.30007e-02,3.35547e+02
7.40007e-02,3.30129e+02
