0.00000e+00,1.01609e-02
1.00000e-03,1.01609e-02
2.00000e-03,1.01608e-02
3.00000e-03,1.01612e-02
4.00000e-03,1.01614e-02
5.00000e-03,1.01616e-02
6.00000e-03,1.01621e-02
7.00000e-03,1.01622e-02
8.00000e-03,1.01628e-02
9.00000e-03,1.01633e-02
1.00000e-02,1.01638e-02
1.10000e-02,1.01644e-02
1.20000e-02,1.01654e-02
1.30000e-02,1.01660e-02
1.40000e-02,1.01669e-02
1.50000e-02,1.01677e-02
1.60000e-02,1.01687e-02
1.70000e-02,1.01696e-02
1.80000e-02,1.01708e-02
1.90000e-02,1.01720e-02
2.00000e-02,1.01732e-02
2.10000e-02,1.01744e-02
2.20000e-02,1.01756e-02
2.30000e-02,1.01771e-02
2.40000e-02,1.01784e-02
2.50000e-02,1.01800e-02
2.60000e-02,1.01817e-02
2.70000e-02,1.01832e-02
2.80000e-02,1.01848e-02
2.90000e-02,1.01866e-02
3.00000e-02,1.01885e-02
3.10000e-02,1.01905e-02
3.20000e-02,1.01923e-02
3.30000e-02,1.01942e-02
3.40000e-02,1.01963e-02
3.50000e-02,1.01984e-02
3.60000e-02,1.02005e-02
3.70000e-02,1.02027e-02
3.80000e-02,1.02055e-02
3.90000e-02,1.02075e-02
4.00000e-02,1.02101e-02
4.10000e-02,1.02125e-02
4.20000e-02,1.02151e-02
4.30000e-02,1.02177e-02
4.40000e-02,1.02205e-02
4.50000e-02,1.02232e-02
4.60000e-02,1.02259e-02
4.70000e-02,1.02287e-02
4.80000e-02,1.02318e-02
4.90000e-02,1.02347e-02
5.00000e-02,1.02376e-02
5.10000e-02,1.02409e-02
5.20000e-02,1.02440e-02
5.30000e-02,1.02473e-02
5.40000e-02,1.02506e-02
5.50000e-02,1.02540e-02
5.60000e-02,1.02574e-02
5.70000e-02,1.02610e-02
5.80000e-02,1.02644e-02
5.90000e-02,1.02680e-02
6.00000e-02,1.02718e-02
6.10000e-02,1.02756e-02
6.20000e-02,1.02793e-02
6.30000e-02,1.02833e-02
6.40000e-02,1.02872e-02
6.50000e-02,1.02911e-02
6.60000e-02,1.02954e-02
6.70000e-02,1.02995e-02
6.80000e-02,1.03038e-02
6.90000e-02,1.03080e-02
7.00000e-02,1.03124e-02
7.10000e-02,1.03167e-02
7.20000e-02,1.03211e-02
7.30000e-02,1.03257e-02
7.40000e-02,1.03302e-02
7.50000e-02,1.03349e-02
7.60000e-02,1.03397e-02
7.70000e-02,1.03445e-02
7.80000e-02,1.03493e-02
7.90000e-02,1.03543e-02
8.00000e-02,1.03591e-02
8.10000e-02,1.03641e-02
8.20000e-02,1.03693e-02
8.30000e-02,1.03742e-02
8.40000e-02,1.03798e-02
8.50000e-02,1.03850e-02
8.60000e-02,1.03906e-02
8.70000e-02,1.03957e-02
8.80000e-02,1.04014e-02
8.90000e-02,1.04068e-02
9.00000e-02,1.04127e-02
9.10000e-02,1.04183e-02
9.20000e-02,1.04240e-02
9.30000e-02,1.04300e-02
9.40000e-02,1.04357e-02
9.50000e-02,1.04417e-02
9.60000e-02,1.04478e-02
9.70000e-02,1.04538e-02
9.80000e-02,1.04600e-02
9.90000e-02,1.04662e-02
1.00000e-01,1.04726e-02
1.01000e-01,1.04789e-02
1.02000e-01,1.04854e-02
1.03000e-01,1.04919e-02
1.04000e-01,1.04983e-02
1.05000e-01,1.05051e-02
1.06000e-01,1.05118e-02
1.07000e-01,1.05187e-02
1.08000e-01,1.05256e-02
1.09000e-01,1.05324e-02
1.10000e-01,1.05395e-02
1.11000e-01,1.05463e-02
1.12000e-01,1.05536e-02
1.13000e-01,1.05609e-02
1.14000e-01,1.05681e-02
1.15000e-01,1.05753e-02
1.16000e-01,1.05830e-02
1.17000e-01,1.05902e-02
1.18000e-01,1.05978e-02
1.19000e-01,1.06055e-02
1.20000e-01,1.06132e-02
1.21000e-01,1.06209e-02
1.22000e-01,1.06287e-02
1.23000e-01,1.06365e-02
1.24000e-01,1.06446e-02
1.25000e-01,1.06525e-02
1.26000e-01,1.06607e-02
1.27000e-01,1.06689e-02
1.28000e-01,1.06773e-02
1.29000e-01,1.06855e-02
1.30000e-01,1.06939e-02
1.31000e-01,1.07023e-02
1.32000e-01,1.07109e-02
1.33000e-01,1.07196e-02
1.34000e-01,1.07282e-02
1.35000e-01,1.07372e-02
1.36000e-01,1.07458e-02
1.37000e-01,1.07549e-02
1.38000e-01,1.07636e-02
1.39000e-01,1.07727e-02
1.40000e-01,1.07821e-02
1.41000e-01,1.07913e-02
1.42000e-01,1.08006e-02
1.43000e-01,1.08100e-02
1.44000e-01,1.08193e-02
1.45000e-01,1.08287e-02
1.46000e-01,1.08383e-02
1.47000e-01,1.08480e-02
1.48000e-01,1.08579e-02
1.49000e-01,1.08676e-02
1.50000e-01,1.08774e-02
1.51000e-01,1.08872e-02
1.52000e-01,1.08975e-02
1.53000e-01,1.09077e-02
